frame,Fish1_P1_x,Fish1_P1_y,Fish1_P1_z,Fish1_P2_x,Fish1_P2_y,Fish1_P2_z,Fish1_P3_x,Fish1_P3_y,Fish1_P3_z,Fish1_P4_x,Fish1_P4_y,Fish1_P4_z,Fish1_P5_x,Fish1_P5_y,Fish1_P5_z,Fish1_P6_x,Fish1_P6_y,Fish1_P6_z,Fish1_P7_x,Fish1_P7_y,Fish1_P7_z,Fish1_P8_x,Fish1_P8_y,Fish1_P8_z,Fish1_P9_x,Fish1_P9_y,Fish1_P9_z,Fish1_P10_x,Fish1_P10_y,Fish1_P10_z,Fish1_P11_x,Fish1_P11_y,Fish1_P11_z,Fish1_P12_x,Fish1_P12_y,Fish1_P12_z,Fish1_P13_x,Fish1_P13_y,Fish1_P13_z
213,594.8871,398.9891,-3.5907,585.2340,401.4701,-3.1936,575.2956,404.5052,-1.9519,565.9456,407.9047,-0.1186,556.4534,411.1839,1.5476,547.0224,414.0543,2.9886,537.0350,415.5230,3.8607,527.0777,416.3383,3.2686,516.8170,416.6349,2.1699,506.5413,416.4633,0.0188,496.5148,416.7380,-1.5353,486.3669,418.3536,-3.0443,476.5611,421.1829,-3.4862
214,596.6582,398.2312,-3.2843,586.8442,400.4642,-3.7981,576.9921,403.4867,-2.5737,567.9968,406.9345,-1.3409,558.0721,410.3731,0.5457,548.5973,413.4125,2.1945,538.7148,415.6263,3.2753,528.9584,417.0917,3.4871,518.8579,417.4085,2.9845,508.4315,417.5345,1.5644,498.3350,417.4307,-0.5912,488.4100,417.7195,-2.1991,478.2450,419.5524,-3.5298
215,598.1036,397.8506,-2.8090,588.5242,399.7892,-3.6830,578.9345,402.7037,-3.4221,568.9568,405.6120,-2.3967,559.7404,409.5016,-0.6210,550.2736,412.7938,1.0479,540.7715,415.7622,2.8321,531.0072,417.3582,3.5453,520.9334,418.1996,3.2933,510.7773,418.2271,2.1987,500.2277,417.6604,0.7885,490.2308,417.9017,-1.3257,480.3214,419.3505,-2.8031
216,599.9228,397.5496,-1.6889,590.2115,399.3186,-3.2060,580.6015,401.6649,-3.7628,570.7275,404.8555,-3.3291,561.1487,408.1727,-1.7167,551.6853,411.1939,0.0692,542.5038,414.8375,1.7299,532.7428,417.6596,3.0436,522.6488,418.6222,3.5978,512.4474,419.2107,2.6892,502.4190,418.7021,1.4936,491.9619,418.3934,-0.3612,481.7167,418.8140,-2.0080
217,601.7459,397.6208,-0.7340,591.4799,398.7942,-2.6254,582.1140,400.7519,-3.4061,572.4876,403.4162,-3.7428,562.8111,406.8928,-2.5090,553.4081,410.5982,-1.0134,543.7871,414.1392,0.9896,534.5971,417.0496,2.5144,524.5746,418.9732,3.5065,514.4408,420.0993,3.3946,504.2651,420.0624,2.6064,494.1112,419.5697,0.9564,483.8334,419.4028,-0.8612
218,603.5188,397.3728,0.3813,593.7665,398.7406,-1.3902,583.7884,400.3878,-3.0291,574.1776,402.6295,-3.3412,564.5705,405.6401,-3.1911,554.9140,409.0514,-1.8914,545.3840,413.1946,-0.2269,536.1877,416.5997,1.6097,526.4294,418.8117,3.0341,516.6332,420.4685,3.6195,506.4007,421.2724,2.9828,496.0347,420.7347,1.8890,485.8155,419.9515,-0.0823
219,605.4662,397.5793,1.2307,595.5351,398.6394,-0.4079,585.5463,399.6470,-2.2111,575.7266,401.9919,-3.5600,566.3863,404.3815,-3.7255,556.4933,407.9334,-2.8332,547.0153,411.7073,-1.2080,537.7189,415.6859,0.8111,527.8250,418.6972,2.4891,518.5171,421.1621,3.4211,508.2220,421.8792,3.5645,498.4104,421.9393,2.7691,487.7801,421.3867,1.3858
220,607.6909,397.6462,2.1334,597.4394,398.7598,0.6580,587.2442,399.8628,-1.2978,577.3598,401.1750,-2.6066,567.4652,403.4288,-3.5839,558.2080,406.4220,-3.2483,548.5430,410.2065,-2.2778,539.2943,414.3629,-0.5520,529.8910,418.0225,1.2830,520.2112,420.9260,3.0884,510.3123,422.6208,3.5645,500.2946,422.7487,3.2898,489.8483,422.8316,2.1514
221,609.4221,397.6946,3.0305,599.1744,398.8613,1.4622,589.4189,400.0488,0.0617,579.3738,401.1551,-1.7158,569.2565,402.8245,-2.9574,559.7427,405.2628,-3.7297,550.1473,408.6093,-3.5046,540.8765,412.8685,-1.6019,531.4662,416.5659,0.0832,522.1742,419.9859,2.2418,512.0432,422.8057,3.0751,502.2316,423.5473,3.7404,492.1409,424.0357,2.9823
222,611.2887,397.9812,3.4688,601.0575,399.3983,2.6489,591.1654,399.9000,0.9900,580.9185,400.8983,-1.1424,571.2104,402.3005,-2.4953,561.1859,404.3931,-3.6079,551.7261,407.4182,-3.4384,542.4015,410.9722,-2.8855,533.0129,415.0624,-1.0468,523.4148,419.1567,0.9643,513.9962,422.1954,2.5177,504.2805,424.3492,3.5009,494.3358,425.2221,3.6016
223,612.8786,398.0230,3.3826,603.0263,399.7382,3.2308,593.0116,400.3396,2.1860,582.9115,401.2751,0.2055,572.7507,402.1531,-1.7234,562.9371,403.6440,-2.7225,553.4312,406.2174,-3.6851,543.9196,409.5262,-3.0553,534.4349,413.8646,-2.0533,525.1587,417.7737,-0.2617,515.5783,421.4524,1.3227,505.9606,424.2339,3.0240,496.0623,425.7435,3.7874
224,614.8340,397.6100,3.3962,604.9901,399.6022,3.4236,594.9843,400.7780,2.8810,584.9584,401.6542,1.2810,574.5576,402.3202,-0.5129,564.7859,403.4571,-2.1309,554.8269,405.4223,-3.2828,545.4007,408.1810,-3.2375,536.0235,411.9360,-3.0792,526.6045,416.3149,-1.5454,517.2939,420.4716,0.6122,507.6043,423.8922,2.1757,498.0798,426.2056,3.4670
225,616.6886,397.9457,2.7865,606.8150,399.6351,3.5323,596.7005,401.1011,3.2879,586.6138,402.0568,2.2351,576.7427,402.6023,0.7074,566.8644,403.4751,-1.2785,556.6572,404.7808,-2.8157,546.9252,407.2178,-3.5012,537.3903,410.4027,-3.4025,528.0405,414.5453,-2.3793,518.7451,419.0416,-0.7336,509.6802,422.8007,1.2945,499.9541,426.0807,2.7978
226,618.4020,397.0574,1.8457,608.5060,399.8085,3.0193,598.8802,401.1997,3.6786,588.9054,402.2916,2.9240,578.7854,403.3081,1.6079,568.8063,403.6165,-0.0617,558.7007,404.4363,-1.6523,548.5349,406.2295,-3.2335,539.3585,409.0062,-3.4678,529.7642,412.7096,-2.9216,520.2560,416.9299,-1.7515,511.0313,421.2944,-0.0596,501.5889,425.4587,1.9970
227,619.9708,396.3730,0.9514,610.1191,399.2755,2.2675,600.7011,401.2149,3.6924,590.5927,402.7442,3.3413,580.6964,403.4897,2.5553,570.5488,403.9968,0.8616,560.3002,404.4696,-0.9728,550.3918,405.5735,-2.4949,540.6329,407.9551,-3.4598,530.7358,411.0369,-3.4485,521.7270,415.1773,-2.3577,512.6919,419.7406,-1.0220,503.2821,424.5122,0.5451
228,621.7472,395.6498,-0.2339,612.0043,398.8773,1.8643,602.3234,401.0260,3.3637,592.6055,402.8856,3.7591,582.5290,404.1329,3.3970,572.1940,404.8717,2.0456,562.3558,405.1066,0.0084,552.1049,405.7980,-1.4952,542.3014,406.9714,-3.0210,532.5216,409.7085,-3.5189,523.2564,413.3278,-3.2586,514.0314,418.0929,-2.0447,504.7152,422.5497,0.0251
229,623.3274,394.7122,-1.6320,613.4695,397.8103,0.6491,604.0314,400.7135,2.0587,594.6049,403.3841,2.9249,584.4281,404.6519,3.6391,574.3504,405.2938,2.9415,564.4994,405.4171,1.2500,554.1880,405.8636,-0.5775,544.2847,406.9553,-2.2907,534.3405,408.6203,-3.3109,524.7775,412.1284,-3.4701,515.3962,416.1025,-2.8786,506.3452,421.0659,-1.2741
230,624.9584,393.7957,-2.5219,615.3217,397.1471,-0.6078,606.0137,400.0876,0.9808,596.0667,402.9280,2.7903,586.3857,404.7755,3.4682,576.4846,405.8549,3.4442,566.2670,406.1580,2.5497,556.0391,406.6966,0.7199,545.9413,406.9306,-1.1947,535.9042,408.1093,-2.8301,526.0230,410.4982,-3.5656,516.9100,413.9968,-3.3135,507.7744,419.0061,-2.1156
231,626.4173,392.8609,-3.2682,617.2279,396.3840,-1.9371,607.4599,399.0784,-0.1629,597.7603,402.5203,1.8268,588.3182,404.8355,3.0502,578.5164,406.1806,3.5199,568.3228,407.0676,3.0187,558.1962,407.4835,1.4250,547.8819,407.6237,0.1179,537.4126,407.9608,-1.8894,527.8600,409.8570,-3.1029,518.4110,412.6775,-3.6248,509.1291,416.9473,-3.0064
232,628.2704,392.0264,-3.6084,618.6666,395.1958,-2.7464,609.1635,398.3487,-1.0375,599.5663,401.6461,0.7468,590.1774,404.1490,2.5947,580.2977,406.7280,3.1527,570.0663,407.8825,3.3776,560.0845,408.2899,2.4342,549.7109,407.9899,0.9924,539.5720,408.3353,-0.8815,529.7422,409.1987,-2.4133,520.0365,411.6224,-3.3929,510.3722,415.0364,-3.7049
233,629.9781,391.5132,-3.6892,620.4849,394.1704,-2.9440,610.5562,397.2169,-2.1181,601.1584,400.7069,-0.0847,591.6751,403.7487,1.4091,582.0026,406.4489,3.0751,572.2920,408.0415,3.4891,562.2940,408.9470,2.9814,552.1326,408.9028,2.1403,541.6026,408.9350,0.5081,531.2354,409.2557,-1.6809,521.5431,410.6637,-2.8421,512.0135,413.4072,-3.3648
234,631.7662,390.6207,-3.3916,621.8204,393.1643,-3.6237,612.4409,396.0182,-2.8392,602.7349,399.3897,-1.2279,593.1069,402.9599,0.6177,583.9557,405.8396,2.3935,574.0025,408.2649,3.3771,563.8701,409.7306,3.6705,553.8268,409.8260,3.1944,543.6430,409.7684,1.1100,533.4046,409.8079,-0.5763,523.3841,410.4668,-2.2665,513.7008,412.3248,-3.3481
235,633.3805,390.0227,-2.6668,623.7122,392.4699,-3.4775,613.9310,395.1195,-2.9762,604.2467,398.3813,-2.2457,595.0686,401.6231,-0.3297,585.6369,405.2096,1.4989,575.8409,408.3673,2.7859,565.6866,409.9069,3.4762,555.7351,410.5921,3.4273,545.6108,410.9156,2.0666,535.4057,410.5676,0.6927,525.1576,410.6441,-1.3802,515.1506,411.5076,-2.5572
236,635.1006,389.8556,-1.9453,625.5128,392.0127,-3.3095,615.8548,394.0849,-3.4254,606.1311,396.9853,-3.1596,596.2706,400.6113,-1.6343,587.0385,404.0487,0.1870,577.6616,407.5281,1.8084,567.8908,409.8233,3.2168,557.9709,411.5242,3.8768,548.0498,411.8841,2.9769,537.5950,411.2826,1.6950,527.1928,411.1360,-0.0432,517.0069,411.9068,-1.9281
237,637.2602,389.9239,-1.0134,627.0791,391.6627,-2.5187,617.2725,393.4014,-3.3394,607.7164,395.7361,-3.6043,598.0070,399.7706,-2.7139,588.6702,403.4170,-0.9227,579.3963,406.7562,0.6269,569.5443,409.6155,2.2254,559.5118,411.8407,3.7469,549.6345,412.5867,3.7132,539.7252,412.3750,2.5886,529.3119,411.8641,0.9176,518.9082,411.6355,-0.9837
238,638.8375,389.9593,0.0627,628.9390,391.1035,-1.5918,618.8903,392.4285,-2.8512,609.3098,395.0276,-3.6700,599.4558,398.1143,-3.3084,590.2892,401.7645,-2.0940,580.6798,405.4503,-0.2084,571.0501,408.9975,1.3538,561.6003,411.9957,2.8318,551.6085,413.1421,3.5572,541.4343,413.6828,3.3342,531.4075,413.3317,1.9780,520.8588,412.7805,0.3365
239,640.5565,389.9808,1.3566,631.0328,391.2782,-0.2914,620.8536,392.3262,-2.1192,611.1495,394.1334,-3.3262,601.2752,396.9935,-3.3909,591.7193,400.2573,-2.3686,582.2695,403.9133,-1.3339,572.8470,407.9198,0.4765,563.0591,411.2207,2.2455,553.8334,413.4806,3.5088,543.8984,414.5680,3.6352,533.3738,414.5572,2.7914,522.7223,413.8546,1.5257
240,642.6927,390.1419,2.2004,632.5202,391.2289,0.4563,622.4136,392.2953,-1.1926,612.7406,393.6578,-3.0427,602.8646,396.1043,-3.7654,593.1810,398.8632,-3.1382,584.0372,402.6071,-2.2025,574.3891,406.6383,-0.9077,564.9173,410.2298,1.0497,555.5455,413.1467,2.9045,545.6927,415.0751,3.7196,535.5315,415.4398,3.3203,525.2821,414.9402,2.4556
241,644.4057,390.4448,3.0742,634.3312,391.6981,1.6595,624.4690,392.3155,-0.2396,614.4562,393.4582,-1.9113,604.6046,395.1742,-3.0278,594.9932,397.4966,-3.7351,585.3444,401.0471,-3.1661,576.1153,405.2278,-1.9382,566.4579,409.2275,0.0733,557.2996,412.6082,1.9071,547.3508,415.1492,3.2654,537.5695,416.2187,3.7546,527.2801,416.4549,3.1211
242,646.2326,390.5991,3.3857,636.2885,391.5445,2.3624,626.6447,392.6121,0.9371,616.5638,393.2730,-0.6815,606.3718,394.8109,-2.5309,596.5020,397.1038,-3.3067,586.9322,399.7201,-3.4912,577.3743,403.4668,-2.6394,568.0703,407.6403,-1.0533,558.6488,411.9345,0.5453,549.3638,414.9945,2.4690,539.4288,416.8819,3.4651,529.4679,417.5690,3.4334
243,647.9962,390.5308,3.6764,638.3555,391.8911,3.6099,627.9670,393.2486,1.8972,618.1514,394.0069,0.5369,608.3793,394.8146,-1.5112,598.0436,396.0662,-2.9922,588.6383,398.7934,-3.4638,579.2510,402.2744,-3.2326,569.3675,406.2731,-2.0517,560.2860,410.3839,-0.4519,550.9047,413.9226,1.2238,541.1940,417.1096,2.9985,531.4884,418.2642,3.6505
244,649.6741,390.2502,3.2036,639.9070,392.1553,3.6240,630.1953,393.3222,2.9453,620.0932,394.1468,1.2669,610.0943,394.8836,-0.6492,599.9250,396.0832,-2.4080,590.1392,397.9636,-3.2345,580.7359,400.7769,-3.6200,570.9021,404.7720,-2.7195,561.7254,408.7756,-1.4499,552.5137,413.0540,0.3879,543.3270,416.3845,2.1431,533.4692,418.4840,3.3542
245,652.0546,390.0855,2.7868,641.8731,392.0289,3.5106,632.3911,393.7806,3.4655,622.1222,394.6920,2.2697,611.9229,395.1506,0.6991,601.7167,395.7154,-1.3356,591.9843,397.0994,-2.6378,582.0186,399.5288,-3.7515,572.7666,402.6600,-3.6867,563.3392,407.0717,-2.2041,554.0736,411.5131,-0.6039,544.7159,415.7079,1.1931,534.9619,418.7386,2.8985
246,653.5659,389.5298,1.9743,644.0225,391.9539,3.2765,633.7309,393.7007,3.7453,624.0518,394.9379,2.8940,613.7569,395.9502,1.7054,603.8875,396.2600,-0.0781,593.7901,397.0136,-1.7324,583.8739,398.7119,-3.0944,574.2178,401.5764,-3.7245,564.5362,404.9593,-3.2773,555.3660,409.6174,-1.6949,546.3092,414.2265,-0.0573,537.0982,417.8924,1.8124
247,655.1728,389.0272,0.9174,645.4548,391.9150,2.2623,635.8490,393.9808,3.4513,625.7277,395.3643,3.6341,615.8356,396.1074,2.2881,605.7434,396.3528,1.1637,595.4736,397.3617,-0.7159,585.6035,398.2920,-2.2031,575.7953,400.3977,-3.5285,566.1889,403.6888,-3.5175,556.5622,407.7056,-2.4028,547.8485,412.8121,-1.2492,538.1171,416.9471,0.7067
248,656.9971,388.1262,-0.0806,647.2150,391.1221,1.7972,637.6923,393.5845,2.5647,627.9929,395.5464,3.6312,617.6364,396.6809,3.1169,607.5622,396.8682,2.1285,597.5488,397.4738,0.4309,587.4004,398.1908,-1.7266,577.7543,400.0523,-3.1387,567.6994,402.2983,-3.4740,558.4326,406.0444,-3.1203,549.1908,410.5386,-2.0460,539.8726,415.3917,-0.2607
249,658.5169,387.3568,-1.2155,648.8871,390.7101,0.3641,639.1096,393.3042,2.2637,629.5308,396.0564,3.4007,619.8852,397.1861,3.6171,609.5026,397.9042,2.9217,599.2879,397.8543,1.5379,589.4281,398.6004,-0.5359,579.4224,399.2203,-2.2994,569.3960,401.5168,-3.3760,559.8318,404.5890,-3.4223,550.5690,408.7073,-3.0338,541.2891,413.2559,-1.3962
250,660.2807,386.3267,-2.2148,650.7272,389.4102,-0.3085,640.9963,392.4670,1.0842,631.4521,395.2881,2.7724,621.2292,397.1611,3.3227,611.7222,398.3539,3.3009,601.4859,399.0940,2.4501,591.4253,398.9716,0.5817,581.1634,399.3651,-1.2384,571.2069,400.8582,-3.0395,561.4388,403.1772,-3.2783,552.1351,406.7362,-3.4944,542.8904,411.4605,-2.4528
251,661.8271,385.7500,-2.9646,652.1239,388.3529,-1.6000,642.7313,391.9466,0.3128,633.0099,394.8177,1.7699,623.1493,397.2116,3.2983,613.5466,398.8587,3.3702,603.4911,399.6293,3.0574,593.2276,399.7799,1.7792,583.1490,399.6697,-0.0723,572.9564,400.6089,-1.7919,563.2420,402.5404,-3.2056,553.6457,405.0703,-3.4993,543.9982,409.5145,-3.2173
252,663.2734,384.7443,-3.3843,654.1148,387.5052,-2.6710,644.3179,390.6159,-1.1215,634.8160,393.8774,0.5349,624.9597,396.9359,2.3161,615.5537,399.1574,3.5560,605.4070,400.2520,3.3083,595.3537,400.7709,2.6031,584.8865,400.4024,0.9665,574.8673,401.1634,-1.0766,564.6450,401.8612,-2.5673,555.5413,403.8193,-3.2286,545.5112,407.5332,-3.5352
253,665.0020,384.0949,-3.5066,655.3466,386.7524,-3.3651,646.1389,389.7483,-2.1366,636.4440,392.9797,-0.5204,627.0988,396.2250,1.4568,617.0068,398.9617,2.6757,607.2071,400.6696,3.4099,597.3991,401.5189,3.3719,587.0668,401.4077,1.9160,577.1468,401.5235,0.2943,566.7788,402.0939,-1.3555,556.5470,403.2635,-2.7099,547.1305,405.9812,-3.7003
254,666.9281,383.2137,-3.1388,656.9779,385.5995,-3.5396,647.4860,388.5651,-2.8076,637.9902,392.0134,-1.5590,628.7302,395.1535,0.3939,619.1823,398.1724,2.5239,609.1425,400.7217,3.3328,599.4422,402.0266,3.6639,589.2831,402.6640,2.8763,578.7952,402.1109,1.2506,568.6032,402.1565,-0.3775,558.2806,402.8359,-2.0925,548.7081,404.8520,-3.2394
255,668.8185,382.9902,-2.8675,658.5267,384.8756,-3.6978,649.0846,387.4284,-3.2184,639.5491,390.7764,-2.1747,630.2206,394.3113,-0.5914,620.8876,397.8831,1.2025,611.1011,400.5893,2.9554,601.1496,402.5194,3.8599,591.0310,403.2535,3.6190,581.2130,403.4064,2.3771,570.6442,402.7506,0.4978,560.6159,403.0452,-1.2662,550.4996,404.2124,-2.8222
256,670.0451,382.5805,-1.9050,660.5587,384.2029,-3.0762,650.6674,386.8280,-3.4770,641.3574,389.5811,-3.3955,631.5747,392.8575,-1.6908,622.3403,397.0575,0.0146,612.6792,399.7735,2.3141,603.1463,402.6721,3.1127,593.0808,403.8403,3.2537,582.8710,404.2609,3.1000,572.8823,404.0489,1.6026,562.2955,403.6304,0.1569,552.3157,404.1146,-1.6589
257,672.2764,382.4654,-1.0362,662.4204,383.6816,-2.5103,652.2826,386.0756,-3.3765,642.7633,388.3553,-3.5679,633.3362,391.5339,-2.4727,624.0055,395.5128,-0.9431,614.5585,399.2454,0.9032,604.7358,402.1108,2.4909,594.7230,404.2581,3.2714,585.0337,405.1179,3.4430,574.5110,405.1712,2.6304,564.4825,404.7020,0.8705,554.3824,404.5007,-0.7397
258,673.8972,382.3050,0.3009,664.1131,383.6482,-1.3842,653.9481,385.2771,-3.1882,644.7139,387.5905,-3.3578,635.1158,390.4748,-3.2965,625.6267,394.0621,-2.0385,615.9456,397.8223,0.0460,606.6294,401.4269,1.3710,596.8496,404.2639,3.2475,587.2862,405.7490,3.8358,576.8782,406.2871,3.2722,566.4688,406.0246,1.9865,556.1171,405.1571,0.3907
259,676.0127,382.6458,1.3803,665.6966,383.8111,-0.3897,656.0228,384.7982,-2.3227,646.2303,386.6849,-3.2375,636.4972,389.4883,-3.4199,627.0835,392.8373,-2.9750,617.5191,396.8372,-1.3214,608.4104,400.2492,0.7229,598.4645,403.5107,2.0746,588.7164,406.2071,3.1903,578.9292,406.9725,3.3234,568.7042,407.0044,2.6581,558.4428,406.2590,1.0880
260,677.9279,382.6337,2.1446,667.6876,383.6607,0.6212,657.5957,384.9910,-1.1539,647.8309,386.5614,-2.7278,638.1674,388.4533,-3.5441,628.7103,391.4004,-3.2571,618.9779,395.0777,-2.4606,609.4877,399.2344,-0.8225,600.4156,403.0250,1.1742,590.7815,405.8834,2.9042,580.6663,407.6166,3.7118,570.6705,408.1206,3.2980,560.7262,407.7743,2.2851
261,679.8525,382.8458,3.1067,669.7706,384.2063,1.6466,659.9353,385.0580,0.0328,649.7810,386.2146,-1.8316,639.8204,387.9904,-3.1209,630.2430,390.1681,-3.3678,620.6757,393.9300,-2.9680,611.2254,397.7856,-1.8248,601.5996,401.5606,0.3091,592.2780,405.1392,2.0456,582.7712,407.5967,3.1678,572.6592,409.0290,3.6666,562.3634,408.7122,2.8181
262,681.5974,383.0881,3.5269,671.4270,384.0600,2.7132,661.1311,385.2263,0.9349,651.4344,386.3823,-0.7686,641.5772,387.3290,-2.7070,631.5878,389.1348,-3.4764,621.9679,392.3436,-3.5528,612.8260,396.1227,-2.6280,603.3759,400.1074,-0.9381,594.0172,404.5325,1.0284,584.5004,407.5846,2.3271,574.5816,409.1642,3.5787,564.6824,409.8527,3.6555
263,683.4117,382.8391,3.5660,673.4169,384.7724,3.2086,663.5481,385.4986,2.2747,653.2736,386.3858,0.2570,643.2851,387.2240,-1.3288,633.5691,388.6628,-3.0872,623.9034,391.3882,-3.7023,614.1257,394.4763,-3.4085,604.9896,398.6730,-2.0874,595.3193,402.8131,-0.4241,586.2611,406.7303,1.6610,576.4835,409.5328,3.1175,566.6625,410.9926,3.5701
264,684.9981,382.6838,3.5833,675.1459,384.7297,3.5733,665.3405,386.0368,3.0647,655.1928,386.6493,1.3830,645.0177,387.4320,-0.4146,635.2322,388.6638,-2.4605,625.5307,390.2467,-3.4918,615.9131,393.1837,-3.6393,606.6388,396.7864,-3.0153,596.9587,401.3182,-1.3565,587.7327,405.3406,0.3484,578.3052,408.6796,2.2995,568.4641,411.3389,3.3987
265,687.0221,382.6202,2.4210,677.2309,384.6598,3.7036,667.1402,386.0096,3.5436,657.1149,387.1743,2.1197,647.1278,387.7391,0.6087,637.0347,388.5573,-1.5193,627.0136,389.5259,-2.8925,617.2852,392.1351,-3.5834,607.9734,395.5760,-3.1697,598.4996,399.0888,-2.2748,589.4366,403.7801,-0.7261,579.9981,408.0885,1.3132,570.4028,410.7680,2.8703
266,688.6127,382.4519,2.1524,678.9650,384.7380,3.0739,669.2095,386.4338,3.7312,658.9527,387.8243,3.1119,649.2625,388.1116,1.7013,638.9541,388.7046,-0.1487,629.0402,389.9199,-2.1215,618.9683,390.9939,-3.2125,609.4162,394.1012,-3.6765,599.7360,397.6538,-3.0019,590.7052,402.5181,-1.4530,581.4398,406.7644,0.2126,572.2613,410.5517,1.8831
267,690.2683,381.3816,0.8590,680.6279,384.0680,2.5357,670.7590,386.2453,3.7720,660.7652,388.0089,3.5306,650.9109,388.8208,2.4090,640.9403,389.1322,0.9862,630.7892,389.7986,-0.7539,621.0312,390.7591,-2.5042,611.1338,393.0528,-3.6833,601.4942,396.3002,-3.2329,591.9197,400.5337,-2.7894,582.9887,404.9781,-1.0947,573.5919,409.3684,1.0048
268,692.0663,380.8845,-0.4426,682.3683,383.4407,1.5938,672.8456,386.3110,2.9949,663.0920,387.8108,3.6159,652.8763,389.3018,3.1715,642.8874,389.9970,2.2194,632.7334,389.9849,0.3885,622.6219,390.7333,-1.6355,612.6099,392.2795,-2.8055,603.2199,394.7820,-3.8390,593.3680,398.6125,-3.3928,584.3835,403.1069,-1.8948,574.8259,407.7427,-0.2470
269,693.6827,379.8892,-1.4705,684.1004,383.0710,0.3530,674.5982,385.8847,2.1490,664.7898,387.9428,3.3891,654.7934,389.4442,3.6709,644.9054,390.4841,2.5836,634.4406,390.6141,1.2672,624.5224,391.0296,-0.5413,614.2471,392.1413,-2.0852,604.9140,393.7209,-3.5422,595.0651,396.8374,-3.5825,585.8303,401.2454,-3.1308,576.5222,405.9457,-1.0874
270,695.4937,378.8833,-2.2669,686.0548,382.0989,-0.6467,676.6023,385.1909,1.3458,666.6874,387.7460,2.7617,656.7595,389.9155,3.5600,646.7035,390.9536,3.4615,636.7374,391.2157,2.4865,626.6848,391.5934,0.6945,616.5863,392.1375,-1.2129,606.2559,393.5466,-2.7273,596.6326,395.6273,-3.5677,586.9883,399.4011,-3.1930,577.9515,404.0270,-2.3518
271,697.0222,378.0214,-2.9567,687.4301,381.3051,-1.8185,677.9336,384.6363,0.3351,668.1700,387.2653,2.0569,658.5231,389.7684,3.2034,648.5929,391.3778,3.4665,638.8181,392.2266,3.1238,628.6506,392.3179,1.7122,618.4475,392.2662,-0.2021,608.0820,393.3439,-1.8356,598.3393,394.9251,-2.9132,588.6426,397.7510,-3.4670,579.5769,401.6608,-3.0167
272,698.5814,377.1272,-3.4822,688.9603,380.0195,-2.4681,679.6183,383.4267,-1.1393,669.9497,386.8100,0.8724,660.4039,389.1745,2.3712,650.5838,391.4745,3.3508,640.6061,392.5766,3.7918,630.1501,393.2206,2.6289,620.2484,393.0301,1.0026,610.0217,393.3564,-0.9548,599.7233,394.4814,-2.3430,590.3744,396.6487,-3.2211,580.6148,400.0712,-3.6396
273,700.3148,376.3613,-3.4372,690.6097,379.4016,-3.3197,680.9876,382.1274,-2.1144,671.5986,385.5548,-0.3582,662.0909,388.6503,1.4162,652.3234,391.4241,2.6384,642.6597,393.3704,3.4849,632.5697,393.8729,2.9598,622.2756,394.1911,2.0283,612.1113,394.0023,0.3862,601.9166,394.4223,-1.3587,591.8802,395.7097,-2.8244,582.4389,398.5856,-3.4748
274,701.9664,375.7445,-3.5727,692.0998,378.1198,-3.2911,682.8900,380.9816,-2.9130,673.4486,384.4170,-1.2891,663.5471,387.8990,0.5706,654.2265,390.9961,2.0904,644.4397,393.3511,3.3933,634.3037,394.5779,3.4323,624.3798,394.7460,2.7946,614.3682,394.9638,1.1936,603.7763,394.7751,-0.4005,593.3480,395.6759,-2.0642,584.0314,397.4555,-3.2418
275,703.7148,375.3620,-2.7833,693.8625,377.3721,-3.6122,684.2558,379.9932,-3.3854,674.7029,383.2672,-2.4472,665.4811,386.7984,-0.4631,655.5647,390.2152,1.4297,645.9297,393.3473,2.6580,636.3459,394.6625,3.3825,626.3033,395.8260,3.1639,615.9999,395.7387,2.2995,605.8970,395.4157,0.7573,595.5519,395.4215,-1.1816,585.8698,397.1063,-2.7581
276,705.5181,375.0984,-1.9023,695.7132,376.6081,-3.1102,686.1392,379.1277,-3.4786,676.5061,382.1227,-2.7182,666.9168,385.6117,-1.7228,657.6646,389.4875,0.1819,647.9627,392.7433,2.1767,638.2162,395.2190,2.9151,628.5530,396.3917,3.4285,618.2099,396.9584,2.8797,607.9363,396.4853,2.0088,597.6953,396.3817,0.0820,587.5531,396.5776,-2.1558
277,707.5420,375.1114,-0.7907,697.5515,376.3974,-2.9090,687.5682,378.4200,-3.2643,678.3143,381.0501,-3.4190,668.4066,384.2625,-2.9097,658.7679,387.8566,-1.3533,649.5845,391.4240,1.0279,640.0139,394.6348,2.5763,630.0926,396.7129,3.3964,620.1081,397.6764,3.5511,610.1628,397.7329,2.8144,599.6832,397.1662,0.9780,589.5562,396.9058,-0.7012
278,709.1809,374.7432,0.1853,699.3019,376.3679,-1.4414,689.4848,377.9690,-2.7307,679.6119,380.0870,-3.6927,670.0419,383.1277,-3.2568,660.5180,386.8061,-2.2022,651.2957,390.4488,-0.2549,641.6555,394.2214,1.6493,632.1178,396.7539,2.9378,622.2871,398.3518,3.8787,612.1117,398.7743,3.2006,601.6467,398.1130,2.0312,591.3023,397.9805,0.0565
